pTrdSymbol;pSymbol;pSymbolName;pGroup;pExSeg;pInstType
GLOSTERLTD-EQ;23590;GLOSTERLTD;EQ;;
ASIANPAINT-EQ;236;ASIANPAINT;EQ;;
JNKINDIA-BL;23624;JNKINDIA;BL;;
752RJ37-SG;23637;752RJ37;SG;;
FILATFASH-BL;23649;FILATFASH;BL;;
903MFL29-NN;23665;903MFL29;NN;;
743TN34A-SG;23674;743TN34A;SG;;
747TS36-SG;23676;747TS36;SG;;
SLONE-SM;23689;SLONE;SM;;
INDGN-EQ;23693;INDGN;EQ;;
EMMIL-SM;23745;EMMIL;SM;;
GODIGIT-EQ;23799;GODIGIT;EQ;;
GODIGIT-BL;23802;GODIGIT;BL;;
ABSLPSE-EQ;23806;ABSLPSE;EQ;;
738JK51-SG;23812;738JK51;SG;;
72GA31-SG;2386;72GA31;SG;;
825SMFG27-N1;23898;825SMFG27;N1;;
LIQUIDBETF-BL;23917;LIQUIDBETF;BL;;
888SCL26A-ZC;23930;888SCL26A;ZC;;
SCL310524-ZF;23937;SCL310524;ZF;;
99SCL27-ZH;23944;99SCL27;ZH;;
10SCL31A-ZO;23961;10SCL31A;ZO;;
ZTECH-SM;23976;ZTECH;SM;;
711KA33-SG;29573;711KA33;SG;;
716MZ35-SG;29574;716MZ35;SG;;
704IRFC28-N6;29607;704IRFC28;N6;;
SAIL-EQ;2963;SAIL;EQ;;
CHANDAN-SM;29633;CHANDAN;SM;;
779LTFL30-N0;29643;779LTFL30;N0;;
UNIONGOLD-BL;29689;UNIONGOLD;BL;;
715AS35B-SG;29692;715AS35B;SG;;
SURYODAY-EQ;2970;SURYODAY;EQ;;
715BR37B-SG;29704;715BR37B;SG;;
QPOWER-BL;29714;QPOWER;BL;;
742PFC28-N0;29719;742PFC28;N0;;
738PFC32-N0;29721;738PFC32;N0;;
VIVIDHA-BL;29880;VIVIDHA;BL;;
719OR35-SG;29919;719OR35;SG;;
72SK35-SG;29921;72SK35;SG;;
72KA37-SG;29927;72KA37;SG;;
719MH40-SG;29932;719MH40;SG;;
799NIIF37-N0;29960;799NIIF37;N0;;
744PFCL30-N0;29969;744PFCL30;N0;;
AONETOTAL-BL;29977;AONETOTAL;BL;;
727UP41-SG;29989;727UP41;SG;;
728CG34-SG;30002;728CG34;SG;;
734AS35-SG;30004;734AS35;SG;;
BSE500IETF-EQ;3001;BSE500IETF;EQ;;
73WB39-SG;30022;73WB39;SG;;
723HR39-SG;30081;723HR39;SG;;
723MP47-SG;30087;723MP47;SG;;
723RJ38-SG;30098;723RJ38;SG;;
ABFRL-BL;30111;ABFRL;BL;;
773LICH27-N0;30149;773LICH27;N0;;
718TN45-SG;30165;718TN45;SG;;
714CG32-SG;30181;714CG32;SG;;
AXISTECETF-BL;3019;AXISTECETF;BL;;
732RL35-N0;30198;732RL35;N0;;
1025SCL35A-N1;30204;1025SCL35A;N1;;
940SCL28-N1;30208;940SCL28;N1;;
965SCL27-N1;30214;965SCL27;N1;;
739SIDBI30-N0;30267;739SIDBI30;N0;;
SILVERCASE-BL;30276;SILVERCASE;BL;;
NIF100IETF-BL;30393;NIF100IETF;BL;;
UTFDAIPIPI-MF;30426;UTFDAIPIPI;MF;;
702GJ33-SG;30427;702GJ33;SG;;
708AP37-SG;30437;708AP37;SG;;
704HR37-SG;30438;704HR37;SG;;
71KL43-SG;30445;71KL43;SG;;
707TS52-SG;30452;707TS52;SG;;
AONELIQUID-EQ;30472;AONELIQUID;EQ;;
MHLSRD-SF;30560;MHLSRD;SF;;
SHANTIGEAR-EQ;3078;SHANTIGEAR;EQ;;
BAJAJHIND-EQ;308;BAJAJHIND;EQ;;
682JH34-SG;3082;682JH34;SG;;
846REC28-N6;30984;846REC28;N6;;
TRANSWORLD-EQ;3129;TRANSWORLD;EQ;;
UFBL-BL;3136;UFBL;BL;;
704WB35-SG;315;704WB35;SG;;
SIEMENS-EQ;3150;SIEMENS;EQ;;
JPOLYINVST-BL;31510;JPOLYINVST;BL;;
SFMP42GD-MF;3163;SFMP42GD;MF;;
SKFINDIA-EQ;3186;SKFINDIA;EQ;;
888NHB29-N5;31969;888NHB29;N5;;
682ML31-SG;3238;682ML31;SG;;
VISAKAIND-EQ;4221;VISAKAIND;EQ;;
WENDT-EQ;4235;WENDT;EQ;;
BDR-IT;4294;BDR;IT;;
692RJ30-SG;430;692RJ30;SG;;
691AS30-SG;431;691AS30;SG;;
765NBFID38-N0;20841;765NBFID38;N0;;
779SIDBI27-N0;20843;779SIDBI27;N0;;
702AS30-SG;20851;702AS30;SG;;
ZEELEARN-EQ;20852;ZEELEARN;EQ;;
695HP34-SG;20858;695HP34;SG;;
699GA30-SG;20862;699GA30;SG;;
688RJ46-SG;2089;688RJ46;SG;;
A2ZINFRA-BE;20910;A2ZINFRA;BE;;
JALAN-SM;20929;JALAN;SM;;
686TS41-SG;2095;686TS41;SG;;
INDIGRID-IV;20988;INDIGRID;IV;;
FMNL-BL;21020;FMNL;BL;;
1025SCL33-YJ;21030;1025SCL33;YJ;;
STARCEMENT-EQ;21091;STARCEMENT;EQ;;
SAIFL-SM;21096;SAIFL;SM;;
778PN37-SG;21165;778PN37;SG;;
DIGIDRIVE-EQ;21247;DIGIDRIVE;EQ;;
778AS34-SG;21270;778AS34;SG;;
773MH36-SG;21273;773MH36;SG;;
DYNPRO-BL;21317;DYNPRO;BL;;
SALASAR-EQ;21362;SALASAR;EQ;;
695RJ31-SG;2137;695RJ31;SG;;
MAGADSUGAR-BL;21395;MAGADSUGAR;BL;;
MFSL-EQ;2142;MFSL;EQ;;
TATSILV-EQ;21428;TATSILV;EQ;;
BDL-EQ;2144;BDL;EQ;;
APS-SM;21451;APS;SM;;
STEL-BL;21487;STEL;BL;;
SIS-BL;21504;SIS;BL;;
COCHINSHIP-EQ;21508;COCHINSHIP;EQ;;
76AP44-SG;21543;76AP44;SG;;
756TN54-SG;21548;756TN54;SG;;
655AP28-SG;21549;655AP28;SG;;
COMSYN-EQ;21578;COMSYN;EQ;;
ABCAPITAL-EQ;21614;ABCAPITAL;EQ;;
APEX-BL;21626;APEX;BL;;
MEDIASSIST-EQ;21705;MEDIASSIST;EQ;;
LIQUIDCASE-BL;21758;LIQUIDCASE;BL;;
SBILIFE-EQ;21808;SBILIFE;EQ;;
BOSCHLTD-EQ;2181;BOSCHLTD;EQ;;
773KA41-SG;21818;773KA41;SG;;
767KA42-SG;21820;767KA42;SG;;
730PN31-SG;21894;730PN31;SG;;
655KL30-SG;21901;655KL30;SG;;
716KL30-SG;21914;716KL30;SG;;
69MN30-SG;21926;69MN30;SG;;
57KA26-SG;21927;57KA26;SG;;
783MH30-SG;21940;783MH30;SG;;
INDTERRAIN-EQ;21957;INDTERRAIN;EQ;;
704MP30-SG;21965;704MP30;SG;;
673MP30-SG;21981;673MP30;SG;;
BANKBETF-EQ;21986;BANKBETF;EQ;;
750MZ30-SG;22016;750MZ30;SG;;
66MZ30-SG;22017;66MZ30;SG;;
708PY26-SG;22025;708PY26;SG;;
708RJ30-SG;22035;708RJ30;SG;;
745RJ30-SG;22036;745RJ30;SG;;
671RJ30-SG;22077;671RJ30;SG;;
691UP30-SG;22100;691UP30;SG;;
715TN27-SG;22120;715TN27;SG;;
717TN29-SG;22123;717TN29;SG;;
718WB35-SG;22144;718WB35;SG;;
715WB35-SG;22150;715WB35;SG;;
729WB29-SG;22153;729WB29;SG;;
714SK30-SG;22154;714SK30;SG;;
688UK30-SG;22168;688UK30;SG;;
679JK30-SG;22182;679JK30;SG;;
624TS26-SG;22187;624TS26;SG;;
660TS30-SG;22195;660TS30;SG;;
726JH27-SG;22196;726JH27;SG;;
739TS59-SG;22203;739TS59;SG;;
714KA29-SG;22218;714KA29;SG;;
717GJ30A-SG;22222;717GJ30A;SG;;
717BR30A-SG;22223;717BR30A;SG;;
714KA29A-SG;22225;714KA29A;SG;;
EBBETF0431-EQ;22239;EBBETF0431;EQ;;
64KA31-SG;22266;64KA31;SG;;
ANMOL-EQ;3727;ANMOL;EQ;;
SGBMAY29I-GB;3742;SGBMAY29I;GB;;
672GJ30-SG;3750;672GJ30;SG;;
893NHB29-N6;1765;893NHB29;N6;;
749RJ34-SG;17652;749RJ34;SG;;
743TN53-SG;17671;743TN53;SG;;
AMRUTANJAN-BL;17545;AMRUTANJAN;BL;;
925SCL28I-BA;17546;925SCL28I;BA;;
LIQUID-EQ;17572;LIQUID;EQ;;
681MH31-SG;3704;681MH31;SG;;
703TN51-SG;3722;703TN51;SG;;
BIOFILCHEM-EQ;4136;BIOFILCHEM;EQ;;
677WB40-SG;42;677WB40;SG;;
MOTHERSON-EQ;4204;MOTHERSON;EQ;;
SKMEGGPROD-EQ;4732;SKMEGGPROD;EQ;;
703AP40-SG;475;703AP40;SG;;
INDRAMEDCO-EQ;4751;INDRAMEDCO;EQ;;
695PN31-SG;4887;695PN31;SG;;
694UK31-SG;4891;694UK31;SG;;
772AP36-SG;19620;772AP36;SG;;
COMPINFO-BZ;19670;COMPINFO;BZ;;
GOLDIETF-EQ;19679;GOLDIETF;EQ;;
BLUEJET-BL;19689;BLUEJET;BL;;
775HR35-SG;19722;775HR35;SG;;
776AP37-SG;19726;776AP37;SG;;
77AP43-SG;19730;77AP43;SG;;
77RJ43-SG;19732;77RJ43;SG;;
763JK53-SG;19742;763JK53;SG;;
948SCL26-N9;19768;948SCL26;N9;;
MUFIN-EQ;19783;MUFIN;EQ;;
MUFIN-BL;19792;MUFIN;BL;;
TRANSTEEL-SM;19801;TRANSTEEL;SM;;
WELINV-BL;19803;WELINV;BL;;
LGHL-BL;19874;LGHL;BL;;
ESAFSFB-BL;19885;ESAFSFB;BL;;
MICROPRO-SM;19887;MICROPRO;SM;;
772HR35-SG;19901;772HR35;SG;;
772RJ33-SG;19912;772RJ33;SG;;
DMART-EQ;19913;DMART;EQ;;
735PFCL35-N1;19972;735PFCL35;N1;;
902SCL26A-NM;20065;902SCL26A;NM;;
SCLZC26D-NO;20082;SCLZC26D;NO;;
971SCL28A-NT;20106;971SCL28A;NT;;
1050SCL30-NU;20111;1050SCL30;NU;;
GREENPOWER-BL;20113;GREENPOWER;BL;;
61CG27-SG;2013;61CG27;SG;;
732GS2030-GS;20136;732GS2030;GS;;
657GJ31-SG;2014;657GJ31;SG;;
ASKAUTOLTD-EQ;20152;ASKAUTOLTD;EQ;;
ASKAUTOLTD-BL;20162;ASKAUTOLTD;BL;;
ROXHITECH-SM;20167;ROXHITECH;SM;;
77GA33B-SG;20171;77GA33B;SG;;
77MH33A-SG;20172;77MH33A;SG;;
773TS40-SG;20189;773TS40;SG;;
BEDMUTHA-BL;20199;BEDMUTHA;BL;;
750GA30-SG;20218;750GA30;SG;;
JWL-EQ;20224;JWL;EQ;;
663HP33-SG;2023;663HP33;SG;;
766ML32-SG;20231;766ML32;SG;;
CLEDUCATE-BL;20232;CLEDUCATE;BL;;
LYKALABS-EQ;2028;LYKALABS;EQ;;
SHAH-BL;20299;SHAH;BL;;
NRAIL-BL;20317;NRAIL;BL;;
FEDFINA-BL;20330;FEDFINA;BL;;
773KA34-SG;20350;773KA34;SG;;
765GJ29A-SG;20368;765GJ29A;SG;;
FLAIR-EQ;20372;FLAIR;EQ;;
MARINETRAN-SM;20410;MARINETRAN;SM;;
850CIFCL26-NE;20435;850CIFCL26;NE;;
CIFCZC26-NF;20437;CIFCZC26;NF;;
860CIFCL28-NG;20443;860CIFCL28;NG;;
774AS33A-SG;20476;774AS33A;SG;;
ACCENTMIC-SM;20488;ACCENTMIC;SM;;
ASLIND-ST;20503;ASLIND;ST;;
PRUDMOULI-EQ;20527;PRUDMOULI;EQ;;
810ABHF28-N0;20586;810ABHF28;N0;;
PENIND-EQ;20621;PENIND;EQ;;
92LTF29-N4;20638;92LTF29;N4;;
656AP31-SG;20666;656AP31;SG;;
SCHAND-BL;20701;SCHAND;BL;;
85LTF26-NM;20713;85LTF26;NM;;
761HP38-SG;20742;761HP38;SG;;
771JK48-SG;20746;771JK48;SG;;
771HDFCB33-N0;20753;771HDFCB33;N0;;
705AS30-SG;20774;705AS30;SG;;
685RJ31-SG;2079;685RJ31;SG;;
708KA31-SG;20797;708KA31;SG;;
MASFIN-BL;208;MASFIN;BL;;
MOIL-BL;20833;MOIL;BL;;
MUTHOOTMF-BL;20839;MUTHOOTMF;BL;;
JUBLPHARMA-EQ;3637;JUBLPHARMA;EQ;;
678SK31-SG;3643;678SK31;SG;;
697TN46-SG;3647;697TN46;SG;;
ROML-BL;369;ROML;BL;;
VIPIND-EQ;3703;VIPIND;EQ;;
BATAINDIA-EQ;371;BATAINDIA;EQ;;
LIQUID-BL;17574;LIQUID;BL;;
PSUBANKADD-BL;17618;PSUBANKADD;BL;;
ITBEES-EQ;19084;ITBEES;EQ;;
SILLYMONKS-EQ;19097;SILLYMONKS;EQ;;
663PN51-SG;1910;663PN51;SG;;
DIGIKORE-SM;19138;DIGIKORE;SM;;
NEWJAISA-SM;19158;NEWJAISA;SM;;
751MP38-SG;19169;751MP38;SG;;
762BR31-SG;19181;762BR31;SG;;
SFL-BL;19187;SFL;BL;;
AARTISURF-EQ;19233;AARTISURF;EQ;;
MONIFTY500-EQ;19237;MONIFTY500;EQ;;
LAURUSLABS-BL;19243;LAURUSLABS;BL;;
ARABIAN-SM;19253;ARABIAN;SM;;
BLISSGVS-EQ;19265;BLISSGVS;EQ;;
EFACTOR-SM;19267;EFACTOR;SM;;
EMAMIREAL-EQ;19277;EMAMIREAL;EQ;;
THEJO-EQ;19279;THEJO;EQ;;
THEJO-BL;19285;THEJO;BL;;
MOM50-EQ;19289;MOM50;EQ;;
TERASOFT-EQ;19292;TERASOFT;EQ;;
GOYALSALT-SM;19356;GOYALSALT;SM;;
761AP43-SG;19552;761AP43;SG;;
BHANDARI-BL;19559;BHANDARI;BL;;
ARVINDPORT-SM;19579;ARVINDPORT;SM;;
772TS35-SG;19609;772TS35;SG;;
PRICOLLTD-BL;19634;PRICOLLTD;BL;;
ALPHAETF-EQ;19640;ALPHAETF;EQ;;
733GS2026-GS;19685;733GS2026;GS;;
HMT-BZ;19698;HMT;BZ;;
GOLDIETF-BL;19700;GOLDIETF;BL;;
773KA36-SG;19723;773KA36;SG;;
776MP37-SG;19727;776MP37;SG;;
GPPL-BL;19734;GPPL;BL;;
766KL46-SG;19737;766KL46;SG;;
ADFFOODS-BL;19764;ADFFOODS;BL;;
SCL26-NA;19770;SCL26;NA;;
PARAGON-SM;19779;PARAGON;SM;;
LMW-EQ;1979;LMW;EQ;;
RADIOCITY-EQ;19877;RADIOCITY;EQ;;
773UP33A-SG;19891;773UP33A;SG;;
758JK50-SG;19907;758JK50;SG;;
863IRFC29-NC;1991;863IRFC29;NC;;
LIBERTSHOE-EQ;1994;LIBERTSHOE;EQ;;
WAAREEINDO-BE;19959;WAAREEINDO;BE;;
72KA31-SG;20017;72KA31;SG;;
740IIFCL33-N1;20052;740IIFCL33;N1;;
866IIFC34B-N3;20056;866IIFC34B;N3;;
SASTASUNDR-EQ;20063;SASTASUNDR;EQ;;
INFRABEES-BL;20073;INFRABEES;BL;;
AHLADA-BL;2008;AHLADA;BL;;
CPCAP-BL;20089;CPCAP;BL;;
718BR30-SG;20109;718BR30;SG;;
1003SCL30A-NV;20116;1003SCL30A;NV;;
718AS30-SG;20146;718AS30;SG;;
ARIHANTSUP-EQ;20159;ARIHANTSUP;EQ;;
ASHOKA-BL;20185;ASHOKA;BL;;
BEDMUTHA-BE;20200;BEDMUTHA;BE;;
663WB31-SG;2022;663WB31;SG;;
765GA33-SG;20238;765GA33;SG;;
ESILVER-BL;20259;ESILVER;BL;;
745GJ30-SG;20277;745GJ30;SG;;
IREDA-BL;20283;IREDA;BL;;
GANDHAR-EQ;20303;GANDHAR;EQ;;
SHANKARA-BL;20336;SHANKARA;BL;;
775HR35A-SG;20353;775HR35A;SG;;
775RJ35-SG;20354;775RJ35;SG;;
948SCL26B-Y8;21000;948SCL26B;Y8;;
971SCL28B-YD;21019;971SCL28B;YD;;
875SCL23A-YI;21028;875SCL23A;YI;;
726AS29-SG;21034;726AS29;SG;;
780AP33-SG;21050;780AP33;SG;;
HRHNEXT-SM;21107;HRHNEXT;SM;;
774AP32A-SG;21153;774AP32A;SG;;
CDSL-BL;21177;CDSL;BL;;
STOVEKRAFT-BL;2119;STOVEKRAFT;BL;;
ACCORD-SM;21217;ACCORD;SM;;
SEITINVIT-BL;21324;SEITINVIT;BL;;
STEELXIND-EQ;21339;STEELXIND;EQ;;
JYOTICNC-BL;21346;JYOTICNC;BL;;
SALASAR-BL;21365;SALASAR;BL;;
PALASHSECU-EQ;21383;PALASHSECU;EQ;;
66GA30-SG;21389;66GA30;SG;;
647GJ30-SG;21422;647GJ30;SG;;
696RJ41-SG;2147;696RJ41;SG;;
697WB36-SG;2149;697WB36;SG;;
764GJ33-SG;21500;764GJ33;SG;;
HALEOSLABS-BL;21554;HALEOSLABS;BL;;
MAXPOSURE-SM;21691;MAXPOSURE;SM;;
DCAL-BL;21707;DCAL;BL;;
723KA28-SG;21710;723KA28;SG;;
LASA-BL;21722;LASA;BL;;
MATRIMONY-BL;21729;MATRIMONY;BL;;
672PN30-SG;21786;672PN30;SG;;
TEXRAIL-BL;21831;TEXRAIL;BL;;
758TN54-SG;21841;758TN54;SG;;
767RJ34-SG;21863;767RJ34;SG;;
810KL32-SG;21905;810KL32;SG;;
642MN30-SG;21919;642MN30;SG;;
699MN30-SG;21922;699MN30;SG;;
66MH31-SG;21937;66MH31;SG;;
624MH28-SG;21947;624MH28;SG;;
729MP35-SG;21950;729MP35;SG;;
735MP29-SG;21982;735MP29;SG;;
709MP30-SG;21991;709MP30;SG;;
729ML29-SG;22013;729ML29;SG;;
MIRCELECTR-EQ;2202;MIRCELECTR;EQ;;
BIRET-RR;2203;BIRET;RR;;
722AP28-SG;22031;722AP28;SG;;
649RJ30-SG;22043;649RJ30;SG;;
717RJ30-SG;22044;717RJ30;SG;;
73RJ30-SG;22066;73RJ30;SG;;
65UP30-SG;22081;65UP30;SG;;
704UP30-SG;22085;704UP30;SG;;
70UP30-SG;22088;70UP30;SG;;
729UP29-SG;22099;729UP29;SG;;
633TN30-SG;22135;633TN30;SG;;
649TN50-SG;22136;649TN50;SG;;
721TR29-SG;22139;721TR29;SG;;
695WB35-SG;22145;695WB35;SG;;
717CG30-SG;22160;717CG30;SG;;
815JK30-SG;22181;815JK30;SG;;
699JH30-SG;22200;699JH30;SG;;
799TS30-SG;22205;799TS30;SG;;
725TS28-SG;22210;725TS28;SG;;
718UP30-SG;22213;718UP30;SG;;
717GJ30-SG;22214;717GJ30;SG;;
717BR30-SG;22216;717BR30;SG;;
685WB30A-SG;22226;685WB30A;SG;;
65GA30-SG;22261;65GA30;SG;;
62RJ27-SG;22272;62RJ27;SG;;
655AP35-SG;22294;655AP35;SG;;
IEX-BL;223;IEX;BL;;
MINDSPACE-RR;22308;MINDSPACE;RR;;
MAXHEALTH-BL;22378;MAXHEALTH;BL;;
668GA30-SG;22405;668GA30;SG;;
667UP30-SG;22414;667UP30;SG;;
705NL31-SG;2242;705NL31;SG;;
HDFCNIFBAN-BL;22435;HDFCNIFBAN;BL;;
ITBETA-BL;22490;ITBETA;BL;;
763MH36-SG;22502;763MH36;SG;;
HEALTHADD-EQ;22592;HEALTHADD;EQ;;
PFS-EQ;22602;PFS;EQ;;
PFS-BL;22605;PFS;BL;;
752AS34-SG;22612;752AS34;SG;;
749MH36-SG;22617;749MH36;SG;;
ETML-SM;27629;ETML;SM;;
708JK46-SG;27688;708JK46;SG;;
INNOVANA-EQ;27754;INNOVANA;EQ;;
INNOVANA-BL;27774;INNOVANA;BL;;
AUTOAXLES-EQ;278;AUTOAXLES;EQ;;
SAILIFE-BL;27869;SAILIFE;BL;;
RSWM-EQ;2794;RSWM;EQ;;
ARVEE-BL;2824;ARVEE;BL;;
710RJ46-SG;28267;710RJ46;SG;;
710TN54-SG;28279;710TN54;SG;;
ANURAS-EQ;2829;ANURAS;EQ;;
RANASUG-EQ;2837;RANASUG;EQ;;
803ICPR34-N0;28519;803ICPR34;N0;;
MAMATA-EQ;28687;MAMATA;EQ;;
10IIFL28A-NE;2871;10IIFL28A;NE;;
NMSTEEL-SM;28801;NMSTEEL;SM;;
715BR34A-SG;28814;715BR34A;SG;;
711GJ33-SG;28815;711GJ33;SG;;
717MP41-SG;28819;717MP41;SG;;
715NL34-SG;28822;715NL34;SG;;
KITEX-BL;28902;KITEX;BL;;
94SCL27U-N1;28914;94SCL27U;N1;;
INTERISE-IV;2892;INTERISE;IV;;
1003SCL31P-N1;28929;1003SCL31P;N1;;
1075SCL34T-N1;28931;1075SCL34T;N1;;
87HFL26-N0;28979;87HFL26;N0;;
711JK55-SG;29001;711JK55;SG;;
717MP38-SG;29004;717MP38;SG;;
712TS51-SG;29006;712TS51;SG;;
672KL27-SG;2901;672KL27;SG;;
ARSHIYA-BZ;29015;ARSHIYA;BZ;;
ECAPINSURE-EQ;29019;ECAPINSURE;EQ;;
711MH38-SG;29061;711MH38;SG;;
694CG29-SG;2907;694CG29;SG;;
830TPL28-N0;29096;830TPL28;N0;;
DDEVPLSTIK-EQ;29098;DDEVPLSTIK;EQ;;
INDUSTOWER-EQ;29135;INDUSTOWER;EQ;;
NAVKARURB-BL;29148;NAVKARURB;BL;;
SATKARTAR-SM;29151;SATKARTAR;SM;;
SWANDEF-BE;29164;SWANDEF;BE;;
723BOB35-N0;29167;723BOB35;N0;;
806TFSIL28-N0;29202;806TFSIL28;N0;;
SITINET-BZ;29210;SITINET;BZ;;
720LT35-N0;29233;720LT35;N0;;
712GJ35-SG;29237;712GJ35;SG;;
714HR38-SG;29238;714HR38;SG;;
900CIFL35-N0;29249;900CIFL35;N0;;
12VCCL29A-N0;29274;12VCCL29A;N0;;
713RJ35-SG;29280;713RJ35;SG;;
703GJ35-SG;29281;703GJ35;SG;;
712BR37-SG;29282;712BR37;SG;;
713KA41-SG;29285;713KA41;SG;;
VMART-BL;29287;VMART;BL;;
711TN45-SG;29292;711TN45;SG;;
711BR45-SG;29293;711BR45;SG;;
711AS45-SG;29294;711AS45;SG;;
708TS49-SG;29298;708TS49;SG;;
685AS31-SG;2930;685AS31;SG;;
69AS30A-SG;294;69AS30A;SG;;
MOHITIND-BL;29426;MOHITIND;BL;;
AGARWALEYE-BL;29455;AGARWALEYE;BL;;
790CANF30-N0;29457;790CANF30;N0;;
716KL38-SG;29506;716KL38;SG;;
70OR30-SG;29518;70OR30;SG;;
718KL50-SG;29523;718KL50;SG;;
860TPL31-N0;29545;860TPL31;N0;;
775CIT38-N0;29551;775CIT38;N0;;
NIFTYIETF-EQ;29553;NIFTYIETF;EQ;;
790ABHFL27-N0;29557;790ABHFL27;N0;;
READYMIX-SM;29561;READYMIX;SM;;
714BR37-SG;29565;714BR37;SG;;
SONACOMS-BL;4687;SONACOMS;BL;;
GS220261C-GS;4555;GS220261C;GS;;
ATLASCYCLE-EQ;4568;ATLASCYCLE;EQ;;
681KL31-SG;4581;681KL31;SG;;
JUBLFOOD-EQ;18096;JUBLFOOD;EQ;;
JUBLFOOD-BL;18099;JUBLFOOD;BL;;
ARENTERP-EQ;181;ARENTERP;EQ;;
VASCONEQ-BL;18113;VASCONEQ;BL;;
YASHO-BL;18133;YASHO;BL;;
EMMBI-EQ;18142;EMMBI;EQ;;
BPF01QDD-MF;18172;BPF01QDD;MF;;
IF3DPD-MF;18174;IF3DPD;MF;;
IF3GPD-MF;18175;IF3GPD;MF;;
FISTIP3QDP-MF;18196;FISTIP3QDP;MF;;
747AS28-SG;18203;747AS28;SG;;
ORIENTLTD-EQ;18208;ORIENTLTD;EQ;;
ORIENTLTD-BL;18212;ORIENTLTD;BL;;
MANINFRA-EQ;18226;MANINFRA;EQ;;
HDFCLIQUID-BL;18281;HDFCLIQUID;BL;;
658GA31-SG;1830;658GA31;SG;;
744HR33-SG;18323;744HR33;SG;;
MIDCAPBETA-EQ;18347;MIDCAPBETA;EQ;;
MIDCAPBETA-BL;18352;MIDCAPBETA;BL;;
NDGL-EQ;18371;NDGL;EQ;;
RBLBANK-EQ;18391;RBLBANK;EQ;;
747AS33-SG;18401;747AS33;SG;;
745PN34A-SG;18405;745PN34A;SG;;
744HR35-SG;18407;744HR35;SG;;
744RJ36-SG;18408;744RJ36;SG;;
742HP38-SG;18409;742HP38;SG;;
744TS39A-SG;18410;744TS39A;SG;;
BIGBLOC-BL;18434;BIGBLOC;BL;;
POWERINDIA-BL;18458;POWERINDIA;BL;;
940CAGL27-NB;18480;940CAGL27;NB;;
SABEVENTS-BE;18501;SABEVENTS;BE;;
PRAMARA-SM;18514;PRAMARA;SM;;
746GA38-SG;18522;746GA38;SG;;
CUPID-BL;18523;CUPID;BL;;
MITTAL-EQ;18562;MITTAL;EQ;;
865SCL26-N8;18624;865SCL26;N8;;
9SCL26BA-NA;18628;9SCL26BA;NA;;
SCLZC26A-NF;18638;SCLZC26A;NF;;
741JK53-SG;18687;741JK53;SG;;
CARYSIL-BL;1884;CARYSIL;BL;;
NIRAJISPAT-BE;18844;NIRAJISPAT;BE;;
VERTOZ-EQ;18863;VERTOZ;EQ;;
664SK31-SG;1888;664SK31;SG;;
1025SCL33A-N1;18897;1025SCL33A;N1;;
657TN31-SG;1890;657TN31;SG;;
1075SCL33A-N2;18902;1075SCL33A;N2;;
980SCL33A-N3;18904;980SCL33A;N3;;
PNBHOUSING-BL;18917;PNBHOUSING;BL;;
752BR31-SG;18933;752BR31;SG;;
KAPSTON-BL;18970;KAPSTON;BL;;
SGBMAY28-GB;18972;SGBMAY28;GB;;
759MN35-SG;18991;759MN35;SG;;
663WB41-SG;1902;663WB41;SG;;
105IIFL29-N7;19047;105IIFL29;N7;;
KIOCL-BL;19129;KIOCL;BL;;
INSPIRE-SM;19154;INSPIRE;SM;;
76AP34-SG;19164;76AP34;SG;;
749TS44-SG;19177;749TS44;SG;;
SFL-EQ;19184;SFL;EQ;;
TI-BL;19199;TI;BL;;
SGBJAN29IX-GB;1920;SGBJAN29IX;GB;;
VALIANTLAB-EQ;19218;VALIANTLAB;EQ;;
KOTAKBANK-EQ;1922;KOTAKBANK;EQ;;
WEALTH-EQ;1923;WEALTH;EQ;;
SENSEXETF-BL;19236;SENSEXETF;BL;;
ITDC-BL;19302;ITDC;BL;;
HISARMETAL-BL;19325;HISARMETAL;BL;;
SICALLOG-BE;19440;SICALLOG;BE;;
CAPTRUST-BE;19451;CAPTRUST;BE;;
775PN36-SG;19486;775PN36;SG;;
767GA33-SG;19527;767GA33;SG;;
661MP37-SG;1953;661MP37;SG;;
768UP34-SG;19532;768UP34;SG;;
766HR35-SG;19533;766HR35;SG;;
TMPV-EQ;3456;TMPV;EQ;;
BANARISUG-EQ;350;BANARISUG;EQ;;
MAFANG-BL;3510;MAFANG;BL;;
679HR31-SG;3517;679HR31;SG;;
UCAL-EQ;3570;UCAL;EQ;;
696AP35-SG;3575;696AP35;SG;;
ATULAUTO-BL;30026;ATULAUTO;BL;;
723TS49-SG;30077;723TS49;SG;;
723TN55-SG;30083;723TN55;SG;;
717MP31-SG;30085;717MP31;SG;;
722MP42-SG;30086;722MP42;SG;;
717OR30-SG;30091;717OR30;SG;;
GOLD360-EQ;30105;GOLD360;EQ;;
ABFRL-EQ;30108;ABFRL;EQ;;
BSE500IETF-BL;3015;BSE500IETF;BL;;
715RJ35-SG;30159;715RJ35;SG;;
717UP39-SG;30162;717UP39;SG;;
715TN33-SG;30182;715TN33;SG;;
793NIIF32-N0;30200;793NIIF32;N0;;
SDL26BEES-EQ;3022;SDL26BEES;EQ;;
971SCL30A-N1;30224;971SCL30A;N1;;
SCL190325A-N1;30226;SCL190325A;N1;;
